0.000000,1.001358,60.394693,222.337866,-338.233794,0.295064,0.557370,-0.402800
0.001000,0.889764,171.767879,150.602056,-335.202684,0.518510,0.403548,-0.401181
0.002000,0.366505,271.664324,67.622683,-294.528840,0.712811,0.230297,-0.316984
0.003000,-0.070788,336.716177,-27.299774,-237.455977,0.839106,0.031138,-0.202023
0.004000,-0.480506,353.555567,-136.781960,-167.559281,0.871490,-0.189069,-0.048201
0.005000,-0.629407,322.467464,-242.171027,-85.875057,0.811580,-0.399562,0.129908
0.006000,-0.824372,265.317169,-317.352822,4.798741,0.699857,-0.542049,0.325828
0.007000,-1.009930,198.892253,-346.653543,108.762633,0.560608,-0.597101,0.542797
0.008000,-1.259394,120.187517,-323.751828,218.736828,0.390595,-0.555003,0.761386
0.009000,-1.364501,32.829881,-271.886217,303.374188,0.207628,-0.448137,0.934638
0.010000,-1.370015,-66.496763,-210.176049,346.223956,0.003612,-0.323461,1.023692
0.011000,-1.174401,-177.688857,-136.885588,338.970065,-0.219834,-0.169639,1.005881
0.012000,-0.665740,-274.658254,-53.906056,295.835323,-0.404420,0.008470,0.921684
0.013000,-0.175245,-336.808913,40.809169,237.415597,-0.525858,0.207628,0.803484
0.014000,0.319467,-349.840095,150.368896,166.664247,-0.551764,0.427836,0.651282
0.015000,0.431710,-315.927942,254.229080,84.436178,-0.483759,0.628614,0.469935
0.016000,0.621485,-258.725521,326.249850,-6.315271,-0.370417,0.772720,0.278872
0.017000,0.857000,-192.274412,352.130695,-109.994303,-0.232787,0.818057,0.057045
0.018000,1.092515,-113.932140,327.208399,-218.051734,-0.067631,0.769482,-0.163163
0.019000,1.236873,-26.859358,274.850854,-300.176544,0.118574,0.665855,-0.326699
0.020000,1.294617,72.985385,213.555477,-340.565417,0.320971,0.537940,-0.410896
0.021000,1.143121,184.514004,140.498419,-331.420275,0.544417,0.384118,-0.393085
0.022000,0.595208,280.550340,57.752202,-288.388906,0.727383,0.204390,-0.302412
0.023000,0.119636,341.301673,-38.051094,-230.564750,0.847202,0.008470,-0.187450
0.024000,-0.325118,351.845721,-149.243147,-158.725049,0.868251,-0.214976,-0.032009
0.025000,-0.497051,315.679895,-252.404243,-75.020103,0.795389,-0.414135,0.149338
0.026000,-0.700775,257.389703,-322.249227,17.285812,0.682046,-0.550145,0.350116
0.027000,-0.884062,189.980329,-345.669080,122.026897,0.541178,-0.592244,0.568704
0.028000,-1.131580,110.757454,-319.166305,229.332690,0.371165,-0.543669,0.788912
0.029000,-1.243823,22.959397,-265.746286,310.135850,0.189817,-0.435184,0.950829
0.030000,-1.258097,-77.766225,-202.870315,348.115148,-0.017437,-0.307269,1.026930
0.031000,-1.071890,-189.372845,-128.232707,335.213586,-0.239264,-0.146971,1.004262
0.032000,-0.565824,-283.026180,-45.201371,289.695423,-0.422230,0.029519,0.910350
0.033000,-0.072734,-340.461789,50.472397,231.664298,-0.535573,0.225439,0.792150
0.034000,0.427168,-348.104331,161.638336,159.850770,-0.551764,0.447266,0.635090
0.035000,0.543628,-310.539305,263.555510,75.886943,-0.477282,0.648044,0.450505
0.036000,0.722049,-252.222895,330.835345,-17.273844,-0.359083,0.777578,0.251346
0.037000,0.953996,-184.476450,350.913078,-123.051342,-0.216595,0.814819,0.031138
0.038000,1.178806,-105.020194,322.596998,-228.803083,-0.046582,0.761386,-0.184212
0.039000,1.299158,-17.144310,269.436343,-307.223221,0.138004,0.654520,-0.342891
0.040000,1.338086,84.384364,207.311949,-342.871133,0.345258,0.524987,-0.417373
0.041000,1.173291,196.845620,132.208255,-328.285538,0.567085,0.364688,-0.380132
0.042000,0.602669,290.187651,48.399855,-281.989904,0.748433,0.184960,-0.292696
0.043000,0.133585,345.731727,-48.776509,-224.295288,0.856917,-0.014199,-0.172878
0.044000,-0.301112,350.420849,-161.471173,-151.186159,0.866632,-0.240883,-0.017437
0.045000,-0.462989,310.265384,-262.482019,-65.693652,0.793769,-0.435184,0.170387
0.046000,-0.710831,250.083999,-327.197448,29.280652,0.665855,-0.559860,0.376022
0.047000,-0.889901,180.498456,-343.959223,136.508778,0.518510,-0.592244,0.599469
0.048000,-1.101086,100.006146,-313.311344,241.327517,0.348497,-0.530715,0.813200
0.049000,-1.214951,11.689946,-258.570080,317.726528,0.167149,-0.422230,0.967021
0.050000,-1.209112,-90.564190,-195.124166,350.265409,-0.044963,-0.291077,1.031788
0.051000,-1.004739,-202.507619,-118.543554,331.560734,-0.265171,-0.127541,0.994547
0.052000,-0.490887,-293.026241,-34.216888,282.415626,-0.440041,0.048949,0.895777
0.053000,-0.011098,-344.943686,62.752209,223.400043,-0.540430,0.249727,0.769482
0.054000,0.465123,-346.420381,174.410368,150.342989,-0.545288,0.473173,0.614041
0.055000,0.577366,-304.762066,273.529610,65.316980,-0.465948,0.665855,0.426217
0.056000,0.774277,-244.062229,335.576280,-29.916360,-0.338033,0.785674,0.223820
0.057000,0.993248,-173.595575,348.607377,-137.507352,-0.197165,0.811580,0.001993
0.058000,1.201189,-93.103058,315.757615,-239.813502,-0.022294,0.746813,-0.208499
0.059000,1.312459,-5.045839,261.560690,-313.440879,0.165530,0.636710,-0.352606
0.060000,1.325759,97.285935,198.866347,-343.803782,0.372784,0.507176,-0.417373
0.061000,1.147014,209.099515,122.493219,-324.166339,0.589753,0.338781,-0.378513
0.062000,0.575744,298.814600,37.648542,-275.124578,0.766243,0.163911,-0.278124
0.063000,0.093035,349.151419,-60.590012,-215.979185,0.865013,-0.038486,-0.156686
0.064000,-0.353666,347.985615,-173.232879,-141.989233,0.861775,-0.260313,0.006851
0.065000,-0.508729,304.773152,-271.238545,-56.134041,0.779197,-0.449756,0.196294
0.066000,-0.754301,243.270523,-331.394368,39.202949,0.656140,-0.564718,0.401929
0.067000,-0.919422,171.275650,-341.834856,148.840397,0.502318,-0.589005,0.623756
0.068000,-1.127039,89.513905,-306.912339,251.560684,0.329066,-0.516143,0.834249
0.069000,-1.228252,0.265053,-251.730664,322.622904,0.139623,-0.407658,0.975117
0.070000,-1.215600,-102.740394,-187.585272,349.876808,-0.067631,-0.273266,1.030169
0.071000,-1.011876,-213.336685,-110.020210,327.700628,-0.286220,-0.108111,0.988070
0.072000,-0.485697,-300.668775,-24.916348,276.767954,-0.454614,0.068379,0.882824
